url,accept_cookies_selector,data_consent_selector
https://winetitles.com.au/daily-wine-news/,None,None
https://www.wineaustralia.com/news,None,None
https://www.decanter.com/wine-news/,None,None
https://www.winebusiness.com/news/,None,None
https://wbmonline.com.au/,None,None
https://theshout.com.au/category/wine-news/,None,None
